User ID,Email Address,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1891,jacqueline84@example.com,2003-10-23,Male,Rothside,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,High,4.7,9
1892,fordjoseph@example.net,1988-10-25,Male,South Melanie,2024-03-01,2025-03-01,Annual,Amex,Manual,Frequent,Clothing,Horror,Low,4.1,1
1893,alvaradojohn@example.org,1990-11-17,Female,Lisamouth,2024-02-23,2025-02-22,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Medium,4.1,5
1894,catherinewalker@example.org,1957-03-28,Male,Port Katherineview,2024-01-17,2025-01-16,Monthly,Amex,Manual,Regular,Books,Documentary,Low,4.3,2
1895,walterbenson@example.org,1937-08-28,Male,New Kathyton,2024-01-07,2025-01-06,Annual,Visa,Manual,Regular,Electronics,Documentary,Low,3.6,10
1896,pottsfrances@example.net,1938-11-08,Female,Shannonport,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,High,3.9,8
1897,waltersapril@example.net,1948-09-06,Male,Jamiestad,2024-01-07,2025-01-06,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,High,3.8,1
1898,pwilliams@example.net,1963-07-21,Male,Lake Christopher,2024-01-31,2025-01-30,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Medium,4.5,10
1899,nmartinez@example.net,1999-03-13,Male,North Natalie,2024-02-27,2025-02-26,Annual,Visa,Manual,Frequent,Books,Action,Medium,4.9,9
1900,john88@example.org,1962-11-20,Female,Ericmouth,2024-04-08,2025-04-08,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,High,4.7,10
1901,guzmandaniel@example.com,1965-12-05,Male,Osbornebury,2024-01-17,2025-01-16,Monthly,Visa,Manual,Regular,Books,Documentary,High,4.5,5
1902,lisadiaz@example.net,1952-07-19,Male,Port Andrea,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Books,Drama,High,3.5,10
1903,davisdominique@example.com,1985-08-01,Male,Port Kelly,2024-01-10,2025-01-09,Monthly,Mastercard,Manual,Regular,Clothing,Drama,High,4.7,9
1904,turnernichole@example.net,1994-01-04,Male,South Austin,2024-03-12,2025-03-12,Annual,Amex,Auto-renew,Occasional,Books,Horror,Low,5.0,4
1905,brandonscott@example.com,1943-11-03,Male,Tannerton,2024-01-03,2025-01-02,Annual,Amex,Manual,Frequent,Clothing,Action,Medium,4.0,6
1906,hlong@example.org,1989-01-24,Male,North Biancamouth,2024-02-12,2025-02-11,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Low,4.9,8
1907,nglover@example.net,1965-06-29,Female,Elizabethton,2024-01-30,2025-01-29,Monthly,Visa,Manual,Regular,Books,Comedy,Medium,3.7,8
1908,doristaylor@example.net,1994-07-25,Female,Bowenland,2024-04-07,2025-04-07,Monthly,Visa,Auto-renew,Regular,Books,Action,Medium,3.3,3
1909,mercedes97@example.org,1989-03-28,Female,New Jefferyport,2024-02-13,2025-02-12,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,High,3.6,1
1910,tinalawrence@example.net,1968-03-12,Male,Jordantown,2024-04-03,2025-04-03,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Low,3.8,0
1911,wolfalejandro@example.org,1964-04-03,Male,Patrickbury,2024-01-26,2025-01-25,Annual,Visa,Manual,Frequent,Books,Action,Low,4.3,7
1912,austincrosby@example.net,2004-03-04,Male,Millerland,2024-01-01,2024-12-31,Annual,Amex,Manual,Occasional,Electronics,Comedy,High,4.5,9
1913,tiffany45@example.com,1948-09-04,Male,Port Melissa,2024-02-19,2025-02-18,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Low,4.5,0
1914,afisher@example.com,1984-09-25,Male,Jamesborough,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Medium,4.1,3
1915,stacylopez@example.org,1956-10-18,Female,Port Theresaberg,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Occasional,Electronics,Drama,High,4.5,4
1916,hmiller@example.com,1986-08-05,Female,Nathanielhaven,2024-03-01,2025-03-01,Monthly,Visa,Manual,Regular,Books,Drama,Low,3.3,5
1917,shawfrederick@example.net,1935-12-08,Female,North Ronald,2024-01-22,2025-01-21,Monthly,Amex,Manual,Occasional,Books,Action,Medium,3.4,5
1918,larry72@example.net,1949-04-30,Male,New Suzanneburgh,2024-01-28,2025-01-27,Annual,Amex,Manual,Regular,Clothing,Action,Low,3.1,3
1919,jason25@example.net,1973-11-09,Male,Munozshire,2024-01-10,2025-01-09,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Medium,4.9,1
1920,jasongutierrez@example.com,1955-07-30,Female,North Mariestad,2024-03-10,2025-03-10,Monthly,Visa,Manual,Frequent,Clothing,Romance,Low,3.9,6
1921,paynebill@example.net,1988-01-21,Male,Annafort,2024-03-06,2025-03-06,Annual,Visa,Manual,Frequent,Clothing,Documentary,Medium,3.0,3
1922,silvashane@example.com,1973-06-16,Female,Crawfordtown,2024-01-25,2025-01-24,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,High,3.6,10
1923,richardsonmark@example.net,2003-03-26,Female,Reedview,2024-03-16,2025-03-16,Monthly,Visa,Manual,Regular,Books,Comedy,High,3.2,0
1924,wturner@example.net,1942-02-16,Female,South Danielle,2024-04-09,2025-04-09,Monthly,Visa,Manual,Frequent,Clothing,Horror,High,4.7,6
1925,ecoleman@example.net,2001-11-20,Female,Cooperton,2024-01-13,2025-01-12,Annual,Visa,Auto-renew,Frequent,Books,Romance,Low,3.5,2
1926,nataliewatson@example.com,1938-04-05,Female,New Wesley,2024-01-10,2025-01-09,Annual,Amex,Manual,Frequent,Books,Comedy,High,5.0,3
1927,susan44@example.com,1974-11-08,Male,East Thomas,2024-01-20,2025-01-19,Monthly,Mastercard,Manual,Frequent,Electronics,Drama,High,3.5,8
1928,ryan53@example.com,1939-03-19,Male,Port James,2024-03-23,2025-03-23,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Medium,3.3,2
1929,john96@example.net,1985-03-24,Male,Zacharyside,2024-01-23,2025-01-22,Monthly,Amex,Auto-renew,Frequent,Books,Drama,High,4.5,7
1930,amanda73@example.net,1996-01-18,Male,Claytonberg,2024-02-16,2025-02-15,Monthly,Visa,Manual,Occasional,Clothing,Comedy,High,4.1,3
1931,jordangarner@example.net,2006-01-18,Male,Lake Christophermouth,2024-02-16,2025-02-15,Annual,Visa,Manual,Regular,Clothing,Romance,High,3.8,4
1932,troy82@example.org,1942-07-15,Female,Carterbury,2024-03-01,2025-03-01,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,High,3.9,8
1933,timothypowell@example.com,1973-10-07,Male,Kellyfurt,2024-02-05,2025-02-04,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,High,3.8,5
1934,martincharles@example.org,1947-09-06,Male,Lake Chris,2024-02-22,2025-02-21,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,High,4.2,10
1935,maxwelljohn@example.com,1969-08-07,Male,New Rachelton,2024-02-02,2025-02-01,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,High,3.7,10
1936,woodschelsea@example.com,1951-07-03,Male,South Staceyshire,2024-01-31,2025-01-30,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Medium,3.1,8
1937,robinyoung@example.com,1997-05-09,Male,Leonardfort,2024-04-11,2025-04-11,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Medium,4.8,9
1938,gtyler@example.net,1993-04-01,Female,Longmouth,2024-02-10,2025-02-09,Annual,Visa,Manual,Regular,Books,Romance,High,4.4,5
1939,bryanhunt@example.com,1990-12-13,Female,East Jenniferberg,2024-03-24,2025-03-24,Annual,Amex,Auto-renew,Frequent,Books,Action,Low,3.2,8
1940,steinjoseph@example.net,1970-11-22,Male,Williamfurt,2024-03-28,2025-03-28,Annual,Mastercard,Manual,Regular,Books,Comedy,High,3.5,1
1941,cblair@example.com,1956-07-01,Male,Lake Mary,2024-02-28,2025-02-27,Monthly,Amex,Auto-renew,Occasional,Books,Romance,High,3.9,3
1942,greenjames@example.org,1987-01-16,Male,West Kimton,2024-03-06,2025-03-06,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,High,3.1,5
1943,deansteven@example.com,1987-03-10,Female,Port Tylerbury,2024-03-15,2025-03-15,Monthly,Mastercard,Manual,Regular,Books,Action,Medium,3.4,6
1944,sarahrivers@example.net,1988-02-04,Male,South Andrew,2024-03-27,2025-03-27,Annual,Visa,Manual,Occasional,Books,Drama,Medium,3.2,1
1945,kennethclark@example.org,2003-11-05,Male,Victoriafurt,2024-01-15,2025-01-14,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,High,3.6,9
1946,uadams@example.org,1982-10-23,Male,Julieton,2024-02-23,2025-02-22,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Low,4.2,1
1947,allencastillo@example.com,1999-04-01,Male,Reynoldsfort,2024-02-03,2025-02-02,Annual,Visa,Manual,Frequent,Electronics,Horror,High,4.8,7
1948,christophersmith@example.net,1995-09-07,Female,Jennifershire,2024-04-08,2025-04-08,Annual,Visa,Manual,Occasional,Electronics,Drama,Low,3.5,9
1949,brittany52@example.com,2004-03-05,Female,Stacyburgh,2024-02-24,2025-02-23,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Drama,Low,4.8,2
1950,lauren67@example.com,1946-07-07,Male,Joseville,2024-02-10,2025-02-09,Monthly,Visa,Manual,Frequent,Clothing,Drama,High,4.8,9
1951,ryan52@example.net,1946-09-05,Male,Nelsonview,2024-01-24,2025-01-23,Monthly,Amex,Manual,Frequent,Clothing,Comedy,High,3.5,4
1952,timothyyoung@example.net,1996-12-28,Male,Hernandezchester,2024-04-12,2025-04-12,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Low,4.2,10
1953,travistran@example.com,1946-02-27,Female,North Carmenberg,2024-02-13,2025-02-12,Annual,Visa,Manual,Regular,Books,Horror,High,4.6,5
1954,john01@example.org,1943-10-01,Male,South Lindsey,2024-02-29,2025-02-28,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Low,3.1,2
1955,margaret72@example.org,1980-06-28,Male,Port Ralphstad,2024-04-11,2025-04-11,Annual,Mastercard,Manual,Occasional,Electronics,Documentary,Medium,4.6,5
1956,thomas92@example.com,1986-06-24,Female,Stephenborough,2024-03-31,2025-03-31,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Medium,4.7,0
1957,emilybrooks@example.org,1962-03-18,Male,Reedbury,2024-03-08,2025-03-08,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,High,3.3,2
1958,david13@example.org,2001-07-15,Male,Mcmillanview,2024-03-30,2025-03-30,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,High,3.3,9
1959,fbrown@example.net,2001-09-18,Female,South Suzanne,2024-04-11,2025-04-11,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Low,4.5,4
1960,mrichards@example.com,1956-12-28,Female,Carlaville,2024-04-03,2025-04-03,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Medium,4.4,10
1961,hardingashley@example.net,1962-08-08,Male,New Jameshaven,2024-02-29,2025-02-28,Annual,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,High,3.9,9
1962,manuel81@example.com,1986-02-11,Female,Shelbyfurt,2024-01-03,2025-01-02,Annual,Mastercard,Manual,Frequent,Clothing,Comedy,Low,3.4,6
1963,leah39@example.org,1955-05-06,Male,New Reginaldtown,2024-02-21,2025-02-20,Annual,Mastercard,Manual,Occasional,Clothing,Drama,Low,4.3,7
1964,johnsonryan@example.org,1983-02-20,Female,Moorestad,2024-01-31,2025-01-30,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,High,4.8,1
1965,carrmichael@example.org,1962-03-06,Female,Adamland,2024-01-13,2025-01-12,Monthly,Visa,Manual,Regular,Books,Action,Medium,3.8,6
1966,fitzgeraldadrian@example.org,1967-07-16,Male,Sanchezland,2024-03-11,2025-03-11,Monthly,Mastercard,Manual,Occasional,Books,Drama,High,4.9,0
1967,ntran@example.com,1962-02-03,Female,Pottsview,2024-03-06,2025-03-06,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Medium,3.6,7
1968,nfleming@example.org,1952-02-06,Male,Mistyburgh,2024-01-21,2025-01-20,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,Low,4.2,8
1969,uwashington@example.com,1995-02-27,Female,Port Robertside,2024-04-04,2025-04-04,Annual,Mastercard,Manual,Occasional,Clothing,Drama,Medium,3.8,9
1970,pmartinez@example.net,1998-08-21,Female,Christinemouth,2024-01-29,2025-01-28,Monthly,Amex,Auto-renew,Frequent,Electronics,Action,Medium,3.4,7
1971,pittmancynthia@example.org,1977-04-11,Female,Sullivanview,2024-01-28,2025-01-27,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Low,4.3,8
1972,angelalambert@example.net,1935-03-05,Male,Leahberg,2024-04-02,2025-04-02,Monthly,Amex,Manual,Occasional,Clothing,Horror,Low,3.6,0
1973,juansimpson@example.org,1972-06-07,Male,Lisaland,2024-04-07,2025-04-07,Monthly,Mastercard,Auto-renew,Frequent,Books,Drama,Low,3.2,10
1974,michael97@example.net,2005-07-06,Male,Johnburgh,2024-02-21,2025-02-20,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Low,4.2,5
1975,vweber@example.org,1938-04-30,Male,Victorport,2024-01-14,2025-01-13,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,High,3.2,2
1976,uallen@example.com,1958-08-03,Female,New Michael,2024-01-19,2025-01-18,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Medium,4.6,3
1977,xfleming@example.net,1986-10-29,Male,New Caitlynland,2024-03-20,2025-03-20,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Medium,3.1,8
1978,brandon65@example.net,1948-03-27,Male,Richardfurt,2024-01-12,2025-01-11,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,High,4.6,4
1979,wellsdiana@example.net,1962-08-22,Male,South Petershire,2024-03-12,2025-03-12,Monthly,Visa,Manual,Frequent,Clothing,Horror,Medium,3.0,8
1980,ortegaandrew@example.net,1964-10-30,Male,Fergusonland,2024-01-25,2025-01-24,Annual,Mastercard,Manual,Occasional,Clothing,Drama,High,4.1,3
1981,jacqueline83@example.org,1989-10-19,Female,Johnhaven,2024-01-20,2025-01-19,Monthly,Amex,Manual,Frequent,Electronics,Drama,High,3.5,9
1982,rrobinson@example.net,1950-04-09,Male,Stephanieview,2024-04-13,2025-04-13,Annual,Visa,Manual,Occasional,Clothing,Sci-Fi,Medium,3.9,2
1983,caroline44@example.com,2005-03-11,Female,Port Paulland,2024-02-10,2025-02-09,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,High,3.4,2
1984,jameslaura@example.org,1944-06-28,Female,Port Ryanmouth,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Regular,Books,Romance,Medium,4.2,2
1985,meagan81@example.net,1997-10-13,Female,Port Daniel,2024-04-08,2025-04-08,Monthly,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Low,4.6,7
1986,allenrobert@example.org,1955-01-10,Male,Bradleyland,2024-02-06,2025-02-05,Annual,Mastercard,Auto-renew,Occasional,Clothing,Drama,Low,4.9,2
1987,annhenderson@example.net,1945-08-29,Female,Wigginsmouth,2024-02-06,2025-02-05,Monthly,Mastercard,Manual,Occasional,Books,Documentary,High,3.8,8
1988,scott11@example.com,1971-09-07,Male,East Saraland,2024-02-10,2025-02-09,Monthly,Amex,Auto-renew,Regular,Electronics,Drama,Medium,4.8,1
1989,douglasstephens@example.org,1989-09-25,Male,Guerrerochester,2024-03-06,2025-03-06,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Medium,4.1,6
1990,vlogan@example.net,1980-09-26,Female,Scotttown,2024-01-11,2025-01-10,Monthly,Mastercard,Manual,Regular,Books,Drama,Medium,3.7,3
1991,elizabethjohnson@example.com,1961-04-03,Female,North Lisaville,2024-02-09,2025-02-08,Monthly,Mastercard,Manual,Occasional,Electronics,Drama,Medium,4.9,2
1992,sototyler@example.net,1992-01-30,Female,Haileyton,2024-02-21,2025-02-20,Annual,Mastercard,Manual,Frequent,Electronics,Action,Low,4.4,6
1993,sthompson@example.org,1957-11-08,Female,Jameshaven,2024-04-08,2025-04-08,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Low,4.8,10
1994,paceandrew@example.com,1957-02-27,Male,Harrisburgh,2024-01-21,2025-01-20,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,High,4.1,8
1995,anthony42@example.org,1988-08-25,Male,North Aprilfurt,2024-04-05,2025-04-05,Annual,Visa,Manual,Regular,Electronics,Documentary,Low,4.3,10
1996,williammoore@example.net,1999-02-18,Female,Davisborough,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Medium,4.7,0
1997,mwilson@example.net,1992-11-15,Female,Johnstonland,2024-03-01,2025-03-01,Monthly,Visa,Auto-renew,Occasional,Clothing,Sci-Fi,Low,3.7,5
1998,qdominguez@example.com,2006-01-17,Male,Colechester,2024-01-17,2025-01-16,Monthly,Mastercard,Manual,Occasional,Clothing,Sci-Fi,Medium,3.2,4
1999,hendersonthomas@example.com,1933-12-24,Male,Lake Melissa,2024-02-06,2025-02-05,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Medium,3.8,2
2000,yalvarez@example.net,1974-11-19,Male,North Meghan,2024-01-03,2025-01-02,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Medium,3.6,6
2001,lori73@example.com,1969-05-23,Male,Lawsontown,2024-02-09,2025-02-08,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Low,4.1,6
2002,franciscaldwell@example.net,1970-08-26,Female,Liview,2024-02-02,2025-02-01,Annual,Visa,Manual,Regular,Electronics,Documentary,Low,3.6,7
2003,gibsoneric@example.net,1959-01-05,Male,Jenniferhaven,2024-02-29,2025-02-28,Monthly,Mastercard,Manual,Regular,Books,Action,Medium,4.2,2
2004,miranda36@example.net,1967-07-16,Female,West Melissa,2024-01-12,2025-01-11,Annual,Amex,Auto-renew,Occasional,Electronics,Horror,High,4.2,7
2005,samantha69@example.com,1933-05-16,Female,North David,2024-03-08,2025-03-08,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Low,3.6,7
2006,kristingonzalez@example.org,2001-01-11,Female,Josemouth,2024-03-06,2025-03-06,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,High,3.9,2
2007,gpierce@example.net,1993-12-18,Male,Griffithchester,2024-04-02,2025-04-02,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Action,Low,5.0,8
2008,smithdavid@example.net,1983-07-28,Female,Port Matthew,2024-01-08,2025-01-07,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,High,3.5,3
2009,hmurphy@example.org,1986-06-19,Female,East Jamesfurt,2024-02-19,2025-02-18,Monthly,Amex,Auto-renew,Regular,Clothing,Sci-Fi,High,4.7,6
2010,ymorris@example.org,1964-03-28,Female,Port Jeremy,2024-03-18,2025-03-18,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,High,3.7,10
2011,brittanywilliams@example.com,1938-02-26,Female,Jonesmouth,2024-02-12,2025-02-11,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,Low,5.0,3
2012,tberry@example.net,1945-07-07,Female,Richardville,2024-04-11,2025-04-11,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,High,3.1,10
2013,jessicamyers@example.net,1953-12-27,Female,East Haroldville,2024-01-09,2025-01-08,Monthly,Visa,Auto-renew,Frequent,Clothing,Comedy,Low,4.7,5
2014,russokim@example.net,1942-03-27,Male,East Cynthia,2024-04-02,2025-04-02,Annual,Visa,Manual,Regular,Electronics,Drama,Low,3.3,9
2015,kendrabrown@example.org,1967-03-10,Female,Lake Vanessa,2024-02-27,2025-02-26,Monthly,Amex,Manual,Frequent,Clothing,Horror,Low,3.3,1
2016,conwaybrandon@example.org,1980-05-01,Male,West Kathymouth,2024-04-03,2025-04-03,Annual,Amex,Manual,Occasional,Clothing,Horror,High,3.5,2
2017,jessicajimenez@example.com,1974-08-04,Female,North Sharon,2024-01-29,2025-01-28,Annual,Amex,Auto-renew,Occasional,Books,Drama,Low,4.5,10
2018,johncruz@example.com,1957-11-17,Male,Collinsside,2024-04-05,2025-04-05,Monthly,Amex,Manual,Occasional,Electronics,Drama,Medium,4.7,3
2019,timothyalvarado@example.org,1944-05-11,Male,Wardtown,2024-02-26,2025-02-25,Annual,Visa,Manual,Frequent,Clothing,Action,Medium,3.1,4
2020,marvinberg@example.net,1972-12-27,Male,Nicholasmouth,2024-02-10,2025-02-09,Annual,Visa,Auto-renew,Occasional,Electronics,Drama,Medium,4.4,8
2021,yreid@example.net,1996-06-04,Male,Lake Brianna,2024-04-06,2025-04-06,Annual,Amex,Manual,Occasional,Electronics,Drama,Low,4.1,10
2022,xhorton@example.org,1996-08-19,Female,Williamsonborough,2024-02-22,2025-02-21,Monthly,Amex,Auto-renew,Regular,Books,Action,Low,3.4,7
2023,jennifer09@example.com,1973-05-09,Male,Burkeside,2024-03-13,2025-03-13,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Low,4.4,5
2024,audreyhayes@example.com,1994-04-01,Female,Lake Kellyport,2024-01-23,2025-01-22,Monthly,Visa,Auto-renew,Frequent,Clothing,Action,High,4.5,1
2025,mendezscott@example.net,1996-05-20,Male,South Sharonport,2024-01-24,2025-01-23,Annual,Visa,Manual,Frequent,Books,Action,High,4.7,1
2026,yross@example.com,1977-10-20,Female,Justinshire,2024-03-26,2025-03-26,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Medium,4.1,4
2027,albertmercado@example.net,1979-06-03,Female,Longbury,2024-02-08,2025-02-07,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Medium,4.9,5
2028,ftrujillo@example.net,1964-04-25,Male,East Adamstad,2024-03-31,2025-03-31,Annual,Visa,Manual,Occasional,Electronics,Action,Low,5.0,4
2029,travis92@example.net,1965-10-20,Male,Lake Nicoleton,2024-02-12,2025-02-11,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,High,4.6,10
2030,turnermary@example.org,1945-07-13,Male,Johnchester,2024-02-10,2025-02-09,Annual,Amex,Manual,Regular,Clothing,Action,Medium,4.1,0
2031,danielmelissa@example.net,1961-10-11,Female,Johnville,2024-03-03,2025-03-03,Annual,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Medium,4.2,10
2032,rhonda89@example.net,1943-07-14,Male,Coopermouth,2024-01-10,2025-01-09,Annual,Mastercard,Manual,Regular,Books,Romance,Medium,4.9,1
2033,zwalker@example.com,1987-12-31,Female,Maryberg,2024-04-01,2025-04-01,Annual,Mastercard,Manual,Regular,Clothing,Comedy,High,3.5,2
2034,alyssagilbert@example.net,1966-11-15,Female,West Sheilaborough,2024-02-21,2025-02-20,Annual,Visa,Manual,Occasional,Books,Comedy,High,3.3,8
2035,carolynpace@example.com,1962-07-10,Male,Barnesport,2024-03-22,2025-03-22,Annual,Mastercard,Auto-renew,Regular,Books,Romance,High,4.0,10
2036,jessica55@example.com,1989-11-08,Male,Port Jean,2024-02-12,2025-02-11,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Medium,4.7,8
2037,vwhite@example.org,2004-02-21,Male,Trujillomouth,2024-03-05,2025-03-05,Annual,Mastercard,Manual,Occasional,Books,Horror,Medium,3.0,7
2038,emilygarza@example.net,1941-12-02,Female,Jenniferchester,2024-03-26,2025-03-26,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Low,3.1,1
2039,kayla09@example.org,1999-09-18,Female,New Alicialand,2024-02-25,2025-02-24,Monthly,Visa,Manual,Frequent,Clothing,Drama,Low,4.0,0
2040,ashleyrussell@example.com,1959-12-02,Female,North Matthew,2024-03-19,2025-03-19,Annual,Visa,Manual,Frequent,Electronics,Comedy,Low,3.3,9
2041,daniel30@example.net,1952-07-17,Female,Fuenteston,2024-03-31,2025-03-31,Annual,Visa,Manual,Occasional,Electronics,Comedy,Medium,3.6,10
2042,wallaceerin@example.org,1957-10-18,Female,Brettfurt,2024-01-21,2025-01-20,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,High,4.7,4
2043,loritucker@example.com,1934-12-13,Male,North Kari,2024-01-20,2025-01-19,Monthly,Mastercard,Manual,Regular,Electronics,Sci-Fi,Low,4.8,3
2044,mark66@example.com,1950-12-04,Female,East Andre,2024-04-11,2025-04-11,Annual,Visa,Manual,Regular,Books,Sci-Fi,High,3.0,10
2045,zachary12@example.com,1989-05-16,Female,Port Jasonshire,2024-04-06,2025-04-06,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Medium,4.4,1
2046,jessica97@example.com,1956-08-23,Female,New Matthewbury,2024-01-24,2025-01-23,Monthly,Visa,Manual,Regular,Books,Sci-Fi,High,3.0,2
2047,bowerssavannah@example.net,1950-08-22,Male,East Jamesland,2024-03-14,2025-03-14,Annual,Visa,Manual,Frequent,Clothing,Romance,Medium,3.9,6
2048,justinherman@example.net,1961-01-26,Male,New Meganshire,2024-03-15,2025-03-15,Annual,Amex,Manual,Frequent,Clothing,Romance,Medium,4.4,9
2049,lsanders@example.org,1954-11-01,Male,Camachoberg,2024-02-24,2025-02-23,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Medium,3.2,3
2050,khull@example.net,1933-06-07,Female,Lake Danielle,2024-03-23,2025-03-23,Annual,Mastercard,Manual,Frequent,Electronics,Action,Medium,4.7,6
2051,laura61@example.net,1998-06-27,Male,Hartmanberg,2024-01-27,2025-01-26,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Medium,4.1,0
2052,rarnold@example.com,1987-05-13,Female,Lake Justinchester,2024-02-08,2025-02-07,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Medium,3.9,1
2053,stephanie06@example.net,1987-03-28,Female,South Rebecca,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Low,4.2,1
2054,morrislindsey@example.net,1985-04-25,Male,Aaronton,2024-04-14,2025-04-14,Monthly,Amex,Auto-renew,Regular,Clothing,Horror,Medium,3.5,10
2055,mark98@example.net,1961-05-24,Male,North Seanton,2024-03-30,2025-03-30,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Low,4.5,10
2056,tracy33@example.com,1941-07-18,Male,Angelicamouth,2024-03-26,2025-03-26,Annual,Mastercard,Manual,Occasional,Books,Romance,Low,4.3,10
2057,kcarey@example.com,2002-06-14,Male,West Andreabury,2024-02-24,2025-02-23,Annual,Visa,Manual,Frequent,Electronics,Drama,Low,4.1,7
2058,kathryn33@example.com,1958-04-27,Male,Port Lindsayhaven,2024-02-22,2025-02-21,Monthly,Visa,Manual,Regular,Books,Documentary,Low,5.0,4
2059,dylan29@example.net,2005-08-30,Male,West Bryan,2024-01-08,2025-01-07,Monthly,Mastercard,Manual,Frequent,Books,Romance,High,3.7,7
2060,panderson@example.net,1981-11-20,Male,East Christopherburgh,2024-03-06,2025-03-06,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,High,4.8,5
2061,jacobjackson@example.net,1976-02-05,Female,Bernardshire,2024-03-17,2025-03-17,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Medium,4.6,5
